1336495458076798977	1184331950		2020-12-09 02:18:42	'b'RT @bobert_no: @lyft @davenewworld_2 You should consider sharing this information to other ride share services who may not want to subject\xe2\x80\xa6'	-0.125	0.375	
1336495297900523520	1004458608585789443	Nairobi, Kenya	2020-12-09 02:18:04	'b'RT @piccmeeprizes: Giving $20 in 30 to 1 person who retweets this &amp; follows @TickPick + US!'	0.0	0.0	
1336494861294440449	732996767533436928	Michigan, USA	2020-12-09 02:16:20	'b'RT @freespeechtv: After Prop 22 Win for Uber &amp; Lyft, Advocates Fear New Wave of Anti-Worker Laws Pushed by Big Tech https://t.co/uCljMSEuIc\xe2\x80\xa6'	0.31212121212121213	0.3181818181818182	
1336494838871683074	1239620053957369857		2020-12-09 02:16:15	'b"#Uber\xe2\x80\x99s CEO has publicly stated he'll push for more laws that define drivers as contractors. Legal advocates for gi\xe2\x80\xa6 https://t.co/ZYyStZYZY9"	0.2333333333333333	0.25555555555555554	
1336494573170864131	1275588865252827136	Brooklyn, NY	2020-12-09 02:15:11	'b'How my Lyft go from 2 mins to 5 mins mins you I have hot pizza in my hands and a huge bag of candles n smell goods\xe2\x80\xa6 https://t.co/uP8Ii2KSjS'	0.32500000000000007	0.875	
1336494365389320192	1204936443677855744		2020-12-09 02:14:22	'b'@lyft_joe @mpolletta @VaughnHillyard @GOP Federalist Society Judges. The Mitt Romney of judges. Globalists.'	0.0	0.0	
1336494226473967616	1307771916216827904		2020-12-09 02:13:49	'b'Steve must cut out on wasteful things and invest some money. Cutting the cord on Dish can save you hundreds.Instead\xe2\x80\xa6 https://t.co/iZO9FLnQGO'	-0.6	0.9	
1336493979316101121	30736937	Pasadena, CA	2020-12-09 02:12:50	'b'@zebulgar It\xe2\x80\x99s honestly a throwback. Wasn\xe2\x80\x99t sure if it was going to land. The drama around Lyft Line and Uber Pool\xe2\x80\xa6 https://t.co/htJ0QgE9gX'	0.55	0.8944444444444444	
1336493861141528576	706260774	bos	2020-12-09 02:12:22	'b"i'm still proud of myself for calling out a lyft driver appropriating native culture"	0.8	1.0	
1336492336839323648	16331680	Chicago, Illinois	2020-12-09 02:06:18	'b'As a bile rider in Chicago, it is so annoying when @Uber and @lyft drivers stop and wait for pickups in the bike la\xe2\x80\xa6 https://t.co/ok0DPSchaP'	-0.8	0.9	
1336492052477952000	83036348	Bothell, WA	2020-12-09 02:05:10	'b'#Respect to Dara\'s PR rep who realized "IC+" sounds a helluva lot better than "FTE-"\n\nAfter $200 million California\xe2\x80\xa6 https://t.co/jmeKMUJOkq'	0.5	0.5	
1336491656544137216	1307771916216827904		2020-12-09 02:03:36	'b'Mike must cut out on useless things and invest some money. Cutting the cord on brighthouse can save you hundreds.In\xe2\x80\xa6 https://t.co/USz4PPzk6x'	-0.55	0.55	
1336491592140673024	1163636082539466752		2020-12-09 02:03:21	'b'@crisknew Chase Sapphire Preferred. 60k bonus points after spending 4k in 90 days. $95 AF. $600 cash back or 25% re\xe2\x80\xa6 https://t.co/CEddqWTzaX'	0.0	0.0	
1336491542723383298	67244154	UNITED STATES OF SMASH 	2020-12-09 02:03:09	'b'This is, like Uber, Lyft, and numerous other gig-worker labor models, a company that has never at any point in its\xe2\x80\xa6 https://t.co/H42Vl1MvcK'	-0.0625	0.4375	
1336491516785811459	156126182	Just over there	2020-12-09 02:03:03	'b'RT @cbschicago: Lyft Driver Carjacked At Gunpoint On West Side https://t.co/nioTIxQcQN https://t.co/ugeU4uptKI'	0.0	0.0	
1336491351261712385	302686580	West Memphis	2020-12-09 02:02:23	'b'Aye $25 more on a Lyft \xf0\x9f\x98\x85yea we definitely getting a car for Lyft and waiting in Memphis all day'	0.25	0.5	
1336491144545492999	46034054	Chicago Suburbia, IL	2020-12-09 02:01:34	'b'Lyft Driver Carjacked At Gunpoint On West Side \xe2\x80\x93 CBS Chicago https://t.co/kYn63lmJH2'	0.0	0.0	
1336489992949030913	42777097	Black Lives Matter 	2020-12-09 01:56:59	'b'RT @its_kelechi: (1) PLEASE RT: alrighty, so yesterday a @lyft driver sent me a flurry of hateful racist messages after I ordered my car. O\xe2\x80\xa6'	-0.75	1.0	
1336489907112579072	2284643172	Los Angeles, CA	2020-12-09 01:56:39	'b'RT @democracynow: Uber and Lyft spent more than $200 million to mislead California voters into believing that Proposition 22 would affirm g\xe2\x80\xa6'	0.2	0.3	
1336489570091761666	1120479936157028357	Miami, FL	2020-12-09 01:55:18	'b'RT @blasianshellt: At least jayda get to cry in a RR i gotta cry in a lyft'	-0.3	0.4	
1336489213458464770	2495649042	Unceded lands of Musqueam, Squamish and Tsleil-Waututh	2020-12-09 01:53:53	'b'With Prop 22, Uber* &amp; Lyft succeeded in tearing down last New Deal labour protections. Triumph of piece rates puts\xe2\x80\xa6 https://t.co/9ohF8O1rYc'	-0.006397306397306411	0.27003367003367	
1336489182714277888	1307771916216827904		2020-12-09 01:53:46	'b'Mike must cut out on expensive things and put away some money. Cutting the cord on brighthouse can save you hundred\xe2\x80\xa6 https://t.co/IaTojmeaV5'	-0.55	0.8	
1336488468537597954	327731250	in MY business . 	2020-12-09 01:50:56	'b'if I gotta Lyft home everybody cut off'	0.0	0.0	
1336488284806127617	1226311938604441605	$lazax	2020-12-09 01:50:12	'b'RT @blasianshellt: At least jayda get to cry in a RR i gotta cry in a lyft'	-0.3	0.4	
1336488165566107649	327747363	Washington State	2020-12-09 01:49:44	'b'RT @anijen21: @larsvaule @doctorow @JoeMommaSan @edroso @Uber @lyft It\xe2\x80\x99s a warped world where instead of getting benefits from the governme\xe2\x80\xa6'	0.0	0.0	
1336488131265257475	1133844561288224768	Champaign, IL	2020-12-09 01:49:35	'b'@TerriGerstein @Uber @lyft @JParrott10007 You pay, treat your employees better, and they are more productive and th\xe2\x80\xa6 https://t.co/JPKuGSGjiI'	0.5	0.5	
1336487684429258752	1263740417721409536	she/her	2020-12-09 01:47:49	'b'Context im taking a lyft and the driver has music playing'	0.0	0.0	
1336487360889057286	4862053260	Maine, USA	2020-12-09 01:46:32	'b"RT @kgosztola: In 2018, Olsen went to work for Uber as the corporation's chief security officer. \n\nUber joined with other corporations &amp; sp\xe2\x80\xa6"	-0.125	0.375	
1336487345999122432	2530758806	Pacific Northwest	2020-12-09 01:46:28	'b'RT @democracynow: Uber and Lyft won a major victory against worker rights with the passage of Prop 22. "We will be afforded no paid sick le\xe2\x80\xa6'	-0.32589285714285715	0.6785714285714286	
1336487202084302849	111338401	Bronx, NY	2020-12-09 01:45:54	'b'Earn $1,500 guaranteed by driving with Lyft in Westchester County. Apply here, and give 100 rides in 30 days:\xe2\x80\xa6 https://t.co/VeVDP6DFRk'	0.0	0.0	
1336487144249028609	63291758	Orlando, Florida	2020-12-09 01:45:40	'b'@DipDeity I\xe2\x80\x99m still holding the bag from Lyft\xe2\x80\x99s IPO disaster.  No thanks door dash!'	-0.125	0.2	
1336487113328480256	2456983792	lyft.com/cities	2020-12-09 01:45:33	'b'@CupcakesndHoes Hi there! We want all of our riders to have a 5 star experience. So we can look into this for you,\xe2\x80\xa6 https://t.co/3lO50SK3wi'	0.0	0.0	
1336486908323635200	1307771916216827904		2020-12-09 01:44:44	'b'Mike must cut out on useless things and save some money. Cutting the cord on brighthouse can save you hundreds.Inst\xe2\x80\xa6 https://t.co/NFBNLGR9qP'	-0.55	0.55	
1336486881253535745	707305864072470528	East Rogers Park, Chicago 	2020-12-09 01:44:37	'b'RT @WindyCityWxMan: #ChicagoScanner \n\nArmed Car jacking of the @lyft driver at \nSacramento and Taylor\n\nTwo male teens snatched his Chevy Cr\xe2\x80\xa6'	0.0	0.1	
1336486861259366401	1253192580499673088		2020-12-09 01:44:33	'b'#uber #lyft hopefully my long puts will work out due to ride share taxi business are down n driver were all unemployment still.'	-0.1101851851851852	0.35462962962962963	
1336486723870584835	569569550		2020-12-09 01:44:00	'b'@andyiwancio We definitely would like to look into this for you. Please DM us your full name, email address and pho\xe2\x80\xa6 https://t.co/Jaixm21Okm'	0.175	0.525	
1336486563254038529	3845003789	call me nagi pls :-)	2020-12-09 01:43:22	'b'imagine you have the same password on your phone for like a year and a half and then one day something goes wrong i\xe2\x80\xa6 https://t.co/32dkRvkJi2'	-0.2222222222222222	0.3972222222222222	
1336486191609294850	909097768311980032	Florida, USA	2020-12-09 01:41:53	'b'Pray tell @UPS what is the point in using you as a shipping service when you hand the shit off to @USPS any fucking\xe2\x80\xa6 https://t.co/6OuZgMEND0'	-0.2	0.8	
1336485914575589376	598765535	Gainesville, Florida	2020-12-09 01:40:47	'b"@LibertyLifeHap @david8029 It's not the logic, but the drunk driver argument assumes an irresponsible public perpet\xe2\x80\xa6 https://t.co/pBK3MVj9St"	-0.25	0.5333333333333333	
1336485675143749632	767436492905984003	CA	2020-12-09 01:39:50	'b'Looked up whiskey sours in the area.....this close to catching a Lyft \xf0\x9f\x98\x85'	0.6	0.9	
1336485658072809477	3963543440	San Jose, CA	2020-12-09 01:39:46	'b'I took a Lyft with this man over a year and a half ago, there must be something that I\xe2\x80\x99m doing screams \xe2\x80\x9cplease cree\xe2\x80\xa6 https://t.co/OhUhgzOLQS'	-0.16666666666666666	0.16666666666666666	
1336484983045844993	77576401	United States	2020-12-09 01:37:05	'b'Free LYFT rides up to $50 with code: MIGUELT\n\n$10 in UberEats with code: EATS-MIGUELT10'	0.4	0.8	
1336484905870561283	531048583	Georgia, USA	2020-12-09 01:36:46	'b'@AskLyft Hello... please I have a problem with the Lyft gift card I bought from Walmart I need help please https://t.co/G6U3MoCJWi'	0.0	0.0	
1336484641222496256	55821600	Seattle, WA	2020-12-09 01:35:43	'b'@lyft Here\'s him "showing up". As in he NEVER  even came near where I was standing. https://t.co/R8KAqtGb58'	0.1	0.4	
1336484617520467970	112280016		2020-12-09 01:35:38	'b'@dmburrows I know what a Lyft or Uber sign looks like, dumbass. Go eat some more boogers.'	0.5	0.5	
1336484334610620420	16392266	Dallas	2020-12-09 01:34:30	'b'@yesnicksearcy Because they drive for Lyft or Uber. Maybe go do something useful. :)'	0.4	0.5	
1336484289421189121	968159437717475329	Washington, DC	2020-12-09 01:34:19	'b'RT @Crowned_dd: At least jayda get to cry in a RR i gotta cry in a lyft'	-0.3	0.4	
1336483847366529026	2302418575	San Diego, CA	2020-12-09 01:32:34	'b'additionally, i hate that the sun sets so early now and i cant drive because today i miss my grandparents and the d\xe2\x80\xa6 https://t.co/wh1HeFcS5w'	-0.35000000000000003	0.6	
1336483783571243008	2456983792	lyft.com/cities	2020-12-09 01:32:19	'b"@KathyMschotschi Hi there, we're happy to look into this for you. Please DM us the phone number, email, and full na\xe2\x80\xa6 https://t.co/GREdGJ9jca"	0.575	0.775	
1336483771055529984	1161542858651983872	Being a introvert	2020-12-09 01:32:16	'b'When I\xe2\x80\x99m drinking I\xe2\x80\x99m not driving nowhere quick to Uber or Lyft my ass to the crib'	0.3333333333333333	0.5	
1336483328849952768	55821600	Seattle, WA	2020-12-09 01:30:30	'b'@lyft Already sent in a request to have the violation off my account. I have taken the same two trips, 5 days a wee\xe2\x80\xa6 https://t.co/7GcUJXwK6t'	0.0	0.125	
1336483171832131586	875924170294611968	Brooklyn, NY	2020-12-09 01:29:53	'b'Lyft came in a Tesla.  Smells like privilege and hand sanitizer'	0.0	0.0	
1336483005335035906	875665884131602432	World Wide	2020-12-09 01:29:13	'b'RT @lyoshki: .\xe2\x81\xa6@twa_losangeles\xe2\x81\xa9 \nUber and Lyft can pay drivers more without raising rates for riders, report says\nThe doom-and-gloom scenar\xe2\x80\xa6'	0.5	0.5	
1336482170114875393	58542119	Somewhere over the rainbow 	2020-12-09 01:25:54	'b'I don\xe2\x80\x99t like disrespecting older people but I had to cuss this lyft driver out so bad!! Man he go 2 weeks worth of frustration out of me'	-0.1777777777777778	0.3666666666666667	
1336481546908258304	569569550		2020-12-09 01:23:26	'b"@andyiwancio Hi there! We certainly don't want you to have to walk in the rain and hats off to you for being an ess\xe2\x80\xa6 https://t.co/2aiclE96HR"	0.21428571428571427	0.5714285714285714	
1336480275392425985	244459746	SF Bay Area	2020-12-09 01:18:22	'b'RT @bestbeehave: Prop 22 style laws, which legally cements the independent contractor status of Uber, Lyft, etc workers, are spreading acro\xe2\x80\xa6'	0.1	0.1625	
1336479534720446464	568566780	Atlanta, GA	2020-12-09 01:15:26	'b'Safety first take precautions when driving https://t.co/WJQMANcJUV'	0.25	0.3333333333333333	
1336479328276770820	1307771916216827904		2020-12-09 01:14:37	'b'Mike must cut out on wasteful things and save some money. Cutting the cord on spectrm can save you hundreds.Instead\xe2\x80\xa6 https://t.co/2qmciyYUgZ'	-0.6	0.9	
1336479155555364864	33568488	Chicago, IL	2020-12-09 01:13:55	'b"@CWBChicago Damn. This is really needed. Lyft does have a way we can get a general idea where we're  going. What wo\xe2\x80\xa6 https://t.co/zqTZpqGI1Y"	0.125	0.35	
